Unnamed: 0,text,Sentiment
3141,@tvOneNews klo proyek IKN itu baik buat rakyat dan Negara siapapun presidennya nanti pasti akan meneruskan. kecuali ya banyak masalah didalamnya... santai aja klo IKN itu baik...,Netral
3142,"@tvOneNews Area IKN itu dibawahnya batu bara muda dan aktif, ketika nantinya datasnya dibangun gedung tinggi tentu akan banyak masalah..diantaranya mudah terjadi kebakaran",Netral
3143,Banyak masalah Kereta Cepat tidak dibutuhkan rakyat Demikian pula IKN  https://t.co/DqDTAsmUT0,Netral
3144,"Mungkin tulisan saya bisa membantu menyelesaikan masalah Investasi di IKN ~ Kepastian Hukum tidak boleh melanggar Hukum, Stabilitas Politik tidak cukup hanya sebatas Eforia Politik Pemerintah melainkan Wujud Nyata dari Kehidupan Masyarakat #hening",Netral
3145,@democrazymedia Ikn = sampah alias proyek maling duit rakyat yang sama sekali ga dibutuhin rakyat kecuali uda hidup makmur semua beras murah minyak ada punya kelebihan duit nah silahkan mau bikin ikn tiqp daerah ga ada masalah ini kyk org miskin tapi lagu2an beli mobil rumah ngobtrak boro2 makan,Netral
3146,"Aneh ni orang, yg mau mengurangi masalah Jakarta siapa? Tujuan IKN pindah ke Kaltim biar pembangunan di Indonesia merata bkn hanya di pulau Jawa. Kl Jakarta punya punya banyak masalah ya selesaikan sendirilah, jangan tergantung dengan Pemerintah Pusat terus. Makanya IKN dipindah https://t.co/KKdszAh55i",Netral
3147,"Lucu jga berita anggaran renovasi toilet, ruangan angg dpd 4,8 M, gini ya lo cek dulu,bisa aja itu plafon dia hancurin sendiri,baru disuruh liput,loe baru ditunjukin 1 ruangan kan? @Metro_TV gak ada masalah 4,8M selama gak dikorupsi,klo bangunan gitu, kenapa bangun2 ikn?Kan idiot https://t.co/0AbudqMAVJ",Negatif
3148,@BBCIndonesia Dear @Kemendagri_RI @ikn_id tidak masalah. Masih banyak SDM di Indonesia yang hendak bekerja demi negeri ini.   Abaikan saja. Mungkin bisa di point integritasnya.   Terima kasih.,Netral
3149,"@detikcom Poinnya fokus disitu. Bagaimanapun skrg anggaran malah terbagi2 ke hal yt urgensinya kecil (IKN) Masalah fundamental harus selesai dulu (pendidikan, kesehatan, hak dasar tanah, dll) Setelah itu brani bicara soal universal basic income dan air untuk rakyat.",Netral
3150,"@detikcom Sbnarnya poinnya bukan soal tolak atau terima IKN tetapi proyeksi perpindahan serta selesainya kapan. Kalo bicara IKN menyelasaikn masalah pemerataan ekonomi, maaih banyak profram lain yg jangka pendek tpi sustain yg mampu dalam pemerataan ekonomi...",Netral
3151,"@zkiakr @vankribo 1st, sama IKN nya mah ga ada mslh. Kalo memang hrs ya ok. Tp masalah pride seorang leader itu hehe.. Plus di pidato tsb seolah berkata 2024, negara sdh atur siapa yg jd presidennya. Gokil ga?   2nd, Prof RK memang timses nya, jd sudut pandangnya dipertanyakan objektivitasnya ✌🏾😁",Positif
3152,"Penyelesaian masalah kesehatan dan pendidikan generasi muda yang menjadi visi misi utama dalam kampanye Joko Widodo - Ma'aruf Amin, seharusnya menjadi warisan besar Presiden daripada ambisi IKN.   Ikuti pembahasannya di #BedahEditorial hari Kamis (8/6) pukul 21.05 WIB dan… https://t.co/5roXMlz4XQ",Netral
3153,"Nih orang yg mumulai war deh, kmren dia qrt msalah permintaan maaf HB karna gak nyebutin iKN. Pdhal udh jelas2 HB mnta maaf buat smua orang dan itu udh trmasuk iKN.  Skrg qrt masalah sales?? Jadinya kan kemana2 bahasan nya 😌😌😌  haddeeeh aneh bgt ngebanding grup sma soloist",Netral
3154,@jokowi Ga bakal jadi pak IKN itu.. Percaya deh.. Sebelum Indonesia bangkit 'dan utang luar negeri berkurang lah.. Akan banyak masalah pembiayaan kedepan nya,Netral
3155,@CNNIndonesia Sudahlah pak jokowi jika anda sudah sekesai jd presiden  ya pulang saja ke solo utk istirahat. Masalah IKN dllnya terserah presiden yg baru mau dilanjutkan apa tidak.,Netral
3156,"@KakekHalal Judulnya jangan dibalik boss...  Judul aslinya KENAPA JOKOWI TAKUT ANIES JADI CAPRES ???!""  Karena Jokowi banyak masalah: ▪︎Proyek2 mangkrak: IKN, KCJB, dll.. ▪︎Dugaan kasus hukum ijazah palsu ▪︎Kasus KKN anaknya  ▪︎Kasus Omnibus  ▪︎dll""",Netral
3157,"Pembangunan Tol, pada Minggu (04/06/2023) menyampaikan agar masing-masing sektor mempercepat pembangunan IKN.  Penyelesaian lahan di IKN saya pikir itu harus segera kita selesaikan. Kalau saya lihat sepintas dalam beberapa minggu terakhir ini mestinya masalah ini bisa kita""",Netral
3158,"menyampaikan agar masing-masing sektor mempercepat pembangunan IKN.   Penyelesaian lahan di IKN saya pikir itu harus segera kita selesaikan. Kalau saya lihat sepintas dalam beberapa minggu terakhir ini mestinya masalah ini bisa kita selesaikan untuk tanah (pengadaan tanah, red)""",Netral
3159,"@Tan_Mar3M Ada benar ada salahnya sih, Berapa banyak masalah yg dibahas d dalam gedung dpr, sosialisasinya minim. Tau tau bbm naik. Tau tau listrik naik. Tau tau dah bangun ikn. Tau tau MK buat keputusan yg gak bisa diganggu gugat. Dan seterusnya...",Netral
3160,"(04/06/2023) menyampaikan  agar masing-masing sektor mempercepat pembangunan IKN.   Penyelesaian  lahan di IKN saya pikir itu harus segera kita selesaikan. Kalau saya  lihat sepintas dalam beberapa minggu terakhir ini mestinya masalah ini  bisa kita selesaikan untuk tanah""",Netral
3161,"@yukitawor @Munir_Timur @ganjarpranowo IKN berfungsi untuk pemerataan ekonomi agar tidak Jawasentris. Kalau punya APBN you mo taro event ndak masalah. Tapi sasaran-nya jelas, Jokowi menargetkan pariwisata ! Ekonomi daerah juga bagus.",Netral
3162,"Bagus nih pengambilan pov nya. Buktinya bangunan fisik pertama di IKN itu bukan gedung, tpi apa gaes? Bendungan. Guna menunjang pasokan air baku IKN. Saking urgent nya masalah air ini. Balikpapan sbgai kota yg paling deket IKN aja air pam nya cuma nyala kalo malem 😌",Netral
3163,Proses pengadaan lahan untuk proyek tol di IKN masih terkendala masalah pelepasan kawasan hutan. .   #Okezone #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/Z9jQnzjFJQ,Netral
3164,"@febridiansyah @indikatorcoid Masalah mendesak itu IKN, KCJB. egonya udah mau pecah ketahan slow-nya proyek2 ini",Netral
3165,"BLO'ON,jika PRESIDEN BARU MELANJUTKAN proyek IKN!napa?yg menjadikan MELUASnya masalah KERUSAKAN LINGKUNGAN,PENGGUSURAN n MATIKAN harkat hidup orang,HUTANG nambah ya yg MELANJUTKAN n diSUMPAHIN orang,SIAPA?next PRESIDEN lah!PRESIDEN AWAL enak cuma perMETER PERSEGI n JALAN masuk. https://t.co/tjGNdfktvc",Netral
3166,"@biolahitam jangan, nanti IKN kena masalah terus kak :((",Negatif
3167,"@TeddGus gak perlu jadi waketum partai untuk tau bahwa masalah kelanjutan pembangunan IKN udah di bungkus dalam RUU no 3 tahun 2022. please dech, kedunguan yg hakiki itu bisa membuat negara ini makin hancur.",Netral
3168,"Legacy dari 2 periode kepemimpinannya adalah mewujudkan IKN. Jokowi butuh penerus, dan beliau juga gak bakal itu berani statement terbuka masalah cawe-cawe"" kalau gak ada backup dari LBP 🤭""",Netral
3169,"@Dara_Cega IKN sehsk awal banyak masalah  mulsi dari pembebasan lahan, merusak hutan, dipaksakan dibuatksn UU yg grusa grusu, dijual murah dg negara lain utk investasi krn sejak awal tdk punya dana.",Netral
3170,"Pembebasan tanah untuk pembangunan IKN merupakan masalah yang kompleks dan memerlukan perhatian khusus. Kantor Staf Presiden,akan mengawal penuh penyelesaian pengadaan tanah di IKN, termasuk mempercepat proses pembayaran ganti rugi. #Vesakday De Gea M Plaza https://t.co/y2DCKUUiZa",Netral
3171,"@DwiNina93 @DoankWarto Depok itu kampusnya UI, kenapa ga maju-maju?  DKI itu IKN. Sebagian besar masalah sudah dihandle pemerintah pusat, tapi kenapa masih ada stunting. DKI itu kecil. Ga kaya Jateng. Gubernur Anis klo mau kunjungan cuma itungan menit.",Netral
3172,"@tvOneNews Memang apa berguna itu IKN yg baru??  Sudah kesenjangan kaya miskin makin lebar, gizi buruk pada anak selalu meningkat, ekonomi di rezim petruk gak pernah bagus, penegak hukum macam sampah, korupsi dimana-mana, UTANG MAKIN GAK NGOTAK, malah bikin masalah terus blok!",Netral
3173,"@tvOneNews Masalah penjara penuh itu udah ada sejak bapak jadi menteri, kenapa dari dulu gak bangun penjara baru ? Biaya bikin IKN bisa tuh jadi penjara baru, buat beli lahan, pembangunan sampai peralatannya. Malah bisa jadi lebih dari 1 penjara.",Netral
3174,"@DokterTifa Prof. @dennyindrayana  mengingatkan , masih ada usaha utk menunda pemilu, sampai2 belio menyurati ibu Mega , seharusnya pemerintah skrg tdk menambah masalah lgi dgn menjual pasir ke negara tetangga, itu mereka lakukan krn IKN",Netral
3175,@jokowi Unfaedah..  Membangun hanya untuk ambisi dg pembiayaannya dr berhutang ditambah lg dg jln membabat/merusak hutan pastilah berujung masalah. Pdhl banyak yg lebih penting dr IKN ini.,Netral
3176,"@KatolikG Jngan ada lagi masalah menyamakan logo IKN dengan logo lain,yng dapat menimbulkan pendapat yng kurang baik..",Netral
3177,@kompascom Kalo asal bangun &amp  asal cepet nanti kayak kereta cepat dan IKN tuh. Yang satu biayanya bengkak dan gk kelar2. Satunya masih tanah doang gk tauk kapan jadinya. Jadi cepet doang itu gk menyelesaikan masalah. Wong masalahnya itu ada di perencanaan yg salah. Itu yg hrs diubah,Netral
3178,"Masih terlalu banyak pertimbangan bagi investor utk masuk ke IKN. Diantaranya masalah politik, yg bisa aja berubah di 2024 setelah pilpres.  https://t.co/KIx2Nv6PcC",Netral
3179,"@PDemokrat IKN dibangun unt kesejh/pemerataan pemb, spy kekayaan/keg ekon tdk hny berputar di Jkt. Drh lain jg hrs maju. Dlm era desentralisasi, drh maju bs atasi masalah kemiskinan di drh msg2. Kesejahteraan tdk bs hny ditangani o/ pst &amp  APBN, krn Ind tll luas, shg dana brppun tdk akn ckp.",Netral
3180,"@Rokstar61671246 @Kosimatkasah Pas kereta cepat dan IKN jadi bagus dan berhasil diam, ributnya masalah utang, coba lihat amerika utangnya 400ribu triliun tetap maju karena utk pembangunan berkelanjutan, siapapun presidennya pasti tetap ada kebocoran, tikus2 itu dmana2.",Netral
3181,"@Anak__Ogi @KrisyantoOni Klu negara kaya perekonomian diatas 8 persen, bangun istana di bulanpun gak masalah, cuma ikn ini tempat kosong tidak ada magned ekonomi, terus masih nyari nyari dana pembangunannya sedang negara kondisi ekonomi sedang terpuruk mosok di paksane, berpikir logis sajlah",Netral
3182,"@uttampang @Bitchhbbug @awarsena Duh aing puyeng ma lo, tong. Masih ga paham aje. IKN itu memang proses pembangunannya akan sangat panjang, bisa puluhan tahun tong, dan pasti akan dilanjutkan oleh beberapa presiden berikutnya. Jd ga masalah meskipun baru dimulai di akhir masa jabatan Jokowi pun. Paham, tong?",Negatif
3183,Kalo Logo IKN jadi keren nii bisnis Hotel disana pasti nanti rame walaupun menu spesial awal Indomie gak masalah Pelan saja apalagi pak #dinsyamsuddin gak rela kalo #airlanggahartarto hanya Cawe ehh salah cawapres https://t.co/pMtBOYLzMb,Netral
3184,"Lima Penyebab Investor Ragu Tanam Modal di IKN, Tak Cuma Masalah Resesi https://t.co/ky4AXt5wE1 https://t.co/9xZnxZUIl4",Netral
3185,"@Kosimatkasah Ah entahlahhh, masalah di hidupku aja masih blm selesai.  Logo IKN mengingatkan ku pada ondel².",Netral
3186,@KrisyantoOni Dulu anda juga gitu pendukung Jokowi..sekarang dukung Anies Baswedan.. Anies dipecat Jokowi g becus kerja.. Tanya.. Anies tidak pernah dukung Jokowi.. 1.masalah IKN. 2. Kaum Radikal. 3.Penanganan Covid.,Netral
3187,"@Ghurem2 Tepat. Dan hampir semua instansi melakukan. Tinggal bagaimana mencari pemimpin yang benar, tegas,.dan berani untuk penerus Dhe @jokowi. Kalau aku pribadi Pak Dhe @jokowi maju lagi sampai IKN selesai, masalah UU hanya UU yang bisa dirubah.",Netral
3188,"@Kosimatkasah Ikn proyek ambisius dg minim kajian, syarat dg masalah d kemudian hari, pidana menanti..",Netral
3189,"Lima Penyebab Investor Ragu Tanam Modal di IKN, Tak Cuma Masalah Resesi #TempoBisnis https://t.co/UniEo9ekT1",Netral
3190,@liputan6dotcom Minta ditunda artinya sudah setuju pembangunan IKN nih? cuma masalah waktunya aja? 🤔😁😅😂🤣,Netral
3191,"@sutanmangara Masalah itu2 saja yang jadi sorotan,menurut ku yang jadi sorotan sekarang kalau beliau terpilih kereta cepat jangan sampai berakhir menjadi merugikan dan cari investor untuk IKN jangan sampai berakhir menjadi wilayah tandus.",Netral
3192,"IKN Nusantara Tidak Dilirik Investor, Masalah Besar Presiden 2024 https://t.co/yM6BU5U25p",Netral
3193,"@SWEETAL154 @tanzili Ga mungkin diserap semua buat IKN dan kereta cepat. Pemdanya aja yg korup, gubernurnya ga mau lihat, presiden melihat kejauhan, padahal masalah depan mata. Sisanya pendapat mba sy setuju.",Netral
3194,Sarat Masalah Tanah di IKN. https://t.co/uT3Edqc14y,Netral
3195,"@kartarahardja Gak sesederhana itu bro, memang di akar rumput byk terhasut oleh tweet mu, bikin panas. Semoga netizen tetep adem, semua terawasi, jgn kasih celah curang.  Masalahnya, tol, kcic, ikn, adh bagian agenda besar rezim, sdh harga mati, itu yg dipaksakan, dan itu masalah besar",Netral
3196,@PKSejahtera @AdamVelcro Ikn bukan ditunda tapi harus di anulir karena embotossn&amp  mubazir pada hal Jakarta masih sangat memadai sebagai ibukota negarakalai masalah macet &amp  banjir uang untuk Ikn digunakan untuk menanggulangi kemacetan dan ban jir masalah DKI tuntas Anya saja pengpr&amp oligarki gigitjari,Netral
3197,@Rizqip01 @islah_bahrawi @Darsono86944901 @musniumar Ngak mungkin bisa dibantah karena adanya proyek2 bloon semacam ini yg sangat merugikan keuangan negara dimana uang negara dihambur2kan dgn hal2 yg bodoh semacam ini belum lagi masalah IKN lebih parah lagi emang rezim ngawur ya begini ini https://t.co/n89nEG9EUV,Netral
3198,"@alisyarief Buat apa IKN klo Jakarta sdh lengkap, macet hanya sebuah masalah yg butuh di kendalikan...batasi penjualan kendaraan di DKI dgn syarat berat, naikkan pajaknya setinggi2nya...",Netral
3199,"Terlilit Masalah Keuangan, Waskita Tetap Garap Proyek IKN? https://t.co/eKKLmPIAH0",Netral
3200,"@sociotalker Ya gimana yah, bukan masalah di kepresidenan sih, tapi orang2 yang mengerjakan proyeknya juga pada bermasalah. Dana IKN aja dikorupsi sampai banyak pekerjanya yang pulang dengan tangan kosong dan proyek dibiarkan begitu saja.",Netral
3201,"'IKN Nusantara Tak Laku-Laku, Masalah Besar Presiden 2024' https://t.co/HrtmzdKMjX",Netral
3202,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/Tqly2WFzZu",Netral
3203,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/5pua1lwg7R",Netral
3204,Tokoh Nasional Kritik Proyek IKN di Tengah Sejumlah Masalah Ekonomi - CNN Indonesia https://t.co/2Ywss77YGW,Netral
3205,"Efek domino gelombang elektromagnetik gak bisa dibendung 💥  'IKN Nusantara Tak Laku-Laku, ..Masalah Besar Presiden 2024'  https://t.co/1a4I8qnB0i https://t.co/olDYwq5QG3",Netral
3206,@democrazymedia Masalah bagi presiden yg mengidekan ikn..,Netral
3207,"'IKN Nusantara Tak Laku-Laku, Masalah Besar Presiden 2024' https://t.co/Q6raTaiCi5",Netral
3208,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/hQXEiFS1U8",Netral
3209,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/3kWbGp9aIA",Netral
3210,"@sociotalker Gak masalah Guru-Ojol terutama buat daerah2 terpencil. Yg penting ijazah jelas, psikotes, dan kemauan utk bekerja di remote area. Di-Rotasi.  Tp yg lebih penting peningkatan remunerasi &amp  pencetakan calon guru secara masif dan berkualitas.   Dana nya? Dari Dana IKN yg di-undur"".""",Negatif
3211,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/2KuDPXdHrT",Netral
3212,"@allkacruuut @msaid_didu Hubungannya adalah cuan, negara harusnya mengalokasikan dana IKN mensejahterakan rakyat dengan membaginya ke daerah untuk perbaiki jalan. Dari pada membangun IKN, Dan kereta cepat. Kalau ApBd daerah gak cukup sampai bumi runtuh masalah jalan rusak gak akan selesai boss",Netral
3213,"IKN Nusantara Tidak Dilirik Investor, Masalah Besar Presiden 2024 https://t.co/br8gUIGIw2",Netral
3214,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/9y5yfBQSfw",Netral
3215,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024   https://t.co/1RgQtQr2vw",Netral
3216,"@geloraco IKN adlh program yg tdk matang dlm perencanaan, apa yg mendasar IKN ini segera dilaksanakan??, IKN dapat berjalan jika perekonomian Indonesia sdh berada diatas rata-rata, jika terus dipaksakan tentu akan menimbilkan masalah baru!!",Netral
3217,"IKN Nusantara Tak Laku-laku, Masalah Besar Presiden 2024 https://t.co/A6WUIsbd55",Netral
3218,@susipudjiastuti Agenda utama. 1. Capres. 2. Cawapres. 3. Subsidi Mobil listrik. 4. IKN. 5. Kereta Cepat. 6. 7. 1000. Masalah PHK.,Netral
3219,"Siapapun presiden yang terpilih dalam Pilpres 2024, bakal menghadapi masalah besar. Yakni proyek Ibu Kota Negara (IKN) Nusantara yang tak lau, sehingga membebani APBN. Ekonom dan Pakar Kebijakan Publik Narasi Institue, Achmad Nur Hidayat, menerangkan,… https://t.co/dN6bEyuJyO",Netral
3220,"@Yattie2023 @pengarang_sajak @NasDem @Dr_Moeldoko @TjahjantoHadi @gibran_tweet @jokowi Point'pendukung Jokowi yg happy2 saja ketika kereta cepat pakai APBN, ikn kata Jokowi Januari sdh berdiri bangunan investor banyak ya ga masalah ngatain Anis ga bisa kerja. Pokoknya happy membela Jokowi dan happy ngatain Anis, bagus sih mbok",Positif
3221,"@MprAldo Ini masalah apa sampe opung segala kuasa marah begini...? masalah reklamasi,IKN,Kereta cepat,mobil listrik,BIGA DATA,TKA CINAK KOMUNIS,meikarta atau apa ?!",Netral
3222,Maap @KemenkeuRI (Ibu Sri Mulyani) &amp  Kemenkeu Yang Lainnya Apakah Ada Masalah?  Dan Untuk IKN Apakah Ada Masalah Mas @Dahnilanzar ? Aku Tertarik Untuk Invest Disana Mas.  Terimakasih.  HaeHaeHae......,Netral
3223,"Jangan banyak keluarkan statemen, tunggu saja setelah realisasi- sudah terlalu banyak diluar ekspektasi masalah IKN",Netral
3224,"Beri Kepastian Investor, Menko Luhut Minta Masalah Pertanahan di IKN Segera Dirampungkan  https://t.co/oRDKsiHs2T",Netral
3225,"@StefanAntonio__ @aniesbaswedan @Uki23 kalau @psi_id mau keluar dari BAYANG² sbg PARNOKO harus BERANI mengkritik KEBIJAKAN REZIM khusus yg tdk PRO dgn RAKYAT dan kebijakan yg merugikan APBN spt Kasus KORUPSI atau MALING APBN, Persoalan Biaya Anggaran Kereta Cepat, Masalah IKN, Lumbung Pangan, DLL‼✌✌  ☕☕☕ https://t.co/OlGTWPQxs1",Netral
3226,"Maka saran kami pak @jokowi, sebaiknya hentikan segera selagi bisa, jangan sampai masalah terus menumpuk &amp  merugikan rakyat.  Karena mangkraknya IKN demi ambisi semata, hanya akan merugikan bangsa ini!!   @DarsAlexandra1 @Wadas_Melawan @OmJ_JeNggot  https://t.co/vaU1ENMuHq",Netral
3227,"Beri Kepastian Investor, Luhut Minta Masalah Pertanahan Di IKN Segera Dituntaskan  #airlanggahartarto  #airlanggauntukindonesia #partaigolkar #golkarpedia  https://t.co/LO6WAgwIM5 https://t.co/Yfu6Ipbbzr",Netral
3228,"IKN Kurang Diminati Investor, Status Lahan Jadi Masalah Utama  https://t.co/CLqrCTEyAP",Netral
3229,"Menteri Koordinator Bidang Kemaritiman dan Investasi yang juga Ketua Satgas Percepatan Investasi di Ibu Kota Nusantara, Luhut Binsar Pandjaitan mengatakan, masalah pertanahan di IKN Nusantara, Kalimantan Timur paling mendesak diselesaikan dalam waktu dekat. https://t.co/XBcQXe4JTF",Netral
3230,"Beri Kepastian Investor, Luhut Minta Masalah Pertanahan Di IKN Segera Dituntaskan #airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #AirlanggaPresiden https://t.co/TZwZxnZVaj",Netral
3231,"Luhut yang sekaligus menjadi Ketua Satuan Tugas Khusus (Satgasus) Percepatan Investasi di IKN Nusantara mengatakan, bagian paling penting yang perlu segera diselesaikan adalah masalah pertanahan. https://t.co/uirqxHXUxH",Netral
3232,Menteri Koordinator bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengatakan masalah pertanahan di proyek Ibu Kota Negara (IKN) Nusantara harus segera diselesaikan. #PartaiGolkar #AirlanggaHartarto #Golkarpedia #LuhutBinsarPandjaitan https://t.co/b4yk5pDeim https://t.co/i0100296bY,Netral
3233,"Pertanyaannya aneh dan tdk berbobot..? Kl masalah IKN, jln TOL, Bendungan tp dgn Utang utang itu bukan prestasi tp mensesarakan rakyat krn utang yg bayarnya dibebankan kpd Rakyat...?",Netral
3234,Tegas! Luhut Minta Masalah Pertanahan di IKN Segera Diselesaikan https://t.co/KQVwLfU1E5,Netral
3235,"@geloraco Sudah bangsa sendiri dijerumuskan ke masalah hutang, pembangunan proyek yang merugikan negara sekarang mau bujuk negara lain dijerumuskan ke proyek IKN yang halu.",Netral
3236,@Dennysiregar7 Pada akhirnya semua menjadi rumit n panik karena sebenarnya masalah utama ada di IKN...   Cobalah saling komunikasi lah dari partai manapun capres manapun... presentasikan/jelaskan arti pentingnya IKN sy yakin kalo arahnya positif mudah2an mereka mengerti...  Pilpres Adem dech...,Netral
3237,"@amcay_immer @abuyahany @stupidokampreto @PUTRI_41708 Kadrun sok tau masalah IKN,, coba mending urus yg 8 T",Netral
3238,"Beri Kepastian Investor, Luhut Minta Masalah Pertanahan Di IKN Segera Dituntaskan  #airlanggahartarto #golkarpedia #partaigolkar #Airlanggapresiden #golkarindonesia  https://t.co/LO6WAgwIM5",Netral
3239,"@kumparan Pandemi C19 membuat rencana investasi IKN kacau, negara2 investor yg diincar, skrng ini sedang berkutat dng masalah dlm negerinya masing2, terutama pemulihan ekonomi dunia, tambah adanya perang Rusia-Ukraina, negara eropa lbh milih simoen cadangan devisa.. Semoga dpt solusi...",Netral
3240,"@AnakAjaibed @Dandhy_Laksono Beberapa penyebab proyek mangkrak seperti:  1. Adanya masalah keuangan (korupsi atau krisis) 2. Perubahan kebijakan pemerintah 3. Perizinan 4. Problem finance 5. Pengawasan yg buruk  Sebagai contoh, jika IKN batal otomatis akan jadi proyek mangkrak persis Hambalang karena poin 1",Netral
3241,"Wow, Tukang Dusta Amatiran @Paltiwest buka kartu. Bs jd Bandara Mangkrak era rezim pemerintahan acakadut &amp  zhalim @jokowi adalah modus keruk uang rakyat. Termasuk IKN yg sarat masalah lingkungan. Janji tak pakai APBN cuma lib service. Sjk kpn mulut Pembohong bs dipercaya? Waras? https://t.co/6ih3vsZGly""",Positif
3242,Penyelesaian masalah tanah di IKN juga termasuk dengan penetapan harga tanah. https://t.co/CDn8wAwzSi,Netral
3243,"Kunjungi IKN Nusantara, Menko Luhut Sebut Masalah Pertanahan Paling Penting Diselesaikan https://t.co/gt9j3BiKlz",Netral
3244,Menko Luhut soal Pembangunan IKN Nusantara: Selesaikan Masalah Pertanahan https://t.co/60oCRfbFK9,Netral
3245,Pemilik yang menguasai lahan pertanahan diseputaran kawasan pembangunan proyek IKNusantara siapa ya opung @luhut_binsar ❓ Apakah nanti nya akan membebani APBN lagi untuk menyelesaikan masalah pertanahan di proyek IKN❓,Netral
3246,Luhut Pandjaitan mengatakan masalah pertanahan merupakan bagian yang paling penting dan mesti segera diselesaikan agar investasi bisa segera masuk ke IKN. https://t.co/hfXnKebiAY,Netral
3247,Menko Marves Luhut Panjaitan mengatakan masalah pertanahan di IKN Nusantara menjadi bagian terpenting untuk segera diselesaikan agar dapat memberikan kepastian bagi investor.  https://t.co/Uv3YM2wcuL,Netral
3248,Luhut: Masalah pertanahan di proyek Ibu Kota Negara (IKN) Nusantara harus segera diselesaikan. https://t.co/w8we3SomnJ,Netral
3249,"Menurut Luhut, bagian paling penting yang perlu segera diselesaikan adalah masalah pertanahan di IKN. https://t.co/qmyAFFz32k",Netral
3250,"Tinjau Progres Pembangunan IKN, Luhut Segera Selesaikan Masalah Pertanahan  https://t.co/vdtqwBWINh",Netral
3251,@BosPurwa Wajar kok performance era @jokowi lebih rendah dr era Pak SBY  Masalah ada di ketimpangan hukum dan ekonomi  IKN itu cuma bikin prospektus BUMN Karya jadi terlihat indah,Netral
3252,"@ruangragu @NephiLaxmus @Metro_TV IKN ada UUnya, itu masalah pemindahan Ibu Kota, bukan proyek gedung biasa kyk hambalang dll. Presiden yg ga menjalankan, berarti melanggar UU. Mau ubah UU? Liat aja komposisi DPRnya.",Netral
3253,Jokowi Minta Bappenas Revisi UU IKN ~ Pendapat saya : kalau lambatnya IKN itu disebabkan karena masalah Tanah sebaiknya wilayah IKN itu harus dialih fungsikan terlebih dahulu dari Kawasan BudiDaya Kehutanan menjadi Kawasan Budidaya Non Kehutanan #hening  https://t.co/fJNTwqZpFf,Netral
3254,"@PDI_Perjuangan Bukan masalah bertekad meneruskan atau tidak.  Faktanya tidak punya uang, nanti hanya akan jual sebagian hak milik dan hak atas aspek ekonomi ikn pada pihak pemodal, sedangkan masalah lebih besarnya, sebagian dari para pemodal ini sudah mundur.  Jadi, pakai rasio logika saja.",Netral
3255,"Nngakunya mau bikin smart city di IKN, Jawa Tengah aja ga maju-maju dipimpin Ganjar. Kemiskinan dan ketimpangan masih menjadi masalah utama disana.  China Botuna Johnny G Plate nasdem manado abangku Thailand maling korupsi dipenjara #SudirmanCup2023 #TimnasDay",Positif
3256,"@ditimulyani @abu_waras Belum lagi masalah kenaikan BBM ,kereta cepat, IKN yg sampe sekarang blm mendapatkan insvestor yg pernah di janjikan Januari berdiri gedung2 tinggi 😂😂",Netral
3257,"Dari awal kek bocil dapat mainan baru sih, main gas aja.   Jokowi Minta Bappenas Revisi UU IKN Imbas Masalah Tanah https://t.co/awjr2DE8w5",Positif
3258,@megaxuz @tribunnews Woi deek ini bahas masalah cawe2 tolol !!!  Urusan nya kritik knp presiden ikut campur sedangkan dlu SBY dan Mega kaga ikuttan!! Tolol gblok otak di kntl  Lagi buat apaan lu bahas IKN project sampah!! Project g guna buang2 anggaran !!,Netral
3259,Jokowi Minta Bappenas Revisi UU IKN Imbas Masalah Tanah    https://t.co/W3YFb5iYy5,Netral
3260,Jokowi Minta Bappenas Revisi UU IKN Imbas Masalah Tanah https://t.co/0LHLsiFNsz,Netral
3261,"Investor UEA, Alserkal Group-Envirol, bersama OIKN menjalin kesepakatan untuk mengatasi masalah limbah di IKN.  @ikn_id @erzavindaf  @IgoMagaz @Hansunriko   #IbukotaNegara #IKNNusantara #PindahIbuKota https://t.co/BgpL6JmnpA",Netral
3262,"Jokowi Paling Andalkan Luhut Panjaitan, Tugas Terbaru Tangani Masalah Tanah di IKN https://t.co/YXf2M49K05 #IKN #JokowiTugaskanLuhut #MasalahTanahIKN #TugasTerbaruLuhut",Netral
3263,"@kumparan Bukti klo ada masalah di dalam Otorita IKN  (mentok, lempar anduk)",Netral
